gid	claimed_organism	top_match_lineage	containment	category	category_rationale	needs_action	top_match_genus	top_match_species	query_name_from_fasta	rename_source
1079	Phase 5.0 main: Acetoanaerobium sticklandii DSM 519 [fermentation]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Acetoanaerobium;s__Acetoanaerobium sticklandii	1.0	CLEAN_SELF_MATCH	Claimed genus 'Acetoanaerobium' matches top-hit genus exactly; containment 1.000.	N	Acetoanaerobium	Acetoanaerobium sticklandii	NC_014614.1 Acetoanaerobium sticklandii, complete sequence	
1080	Phase 5.0 main: Halomonas elongata DSM 2581 [halophile_alkaliphile]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas elongata	1.0	CLEAN_SELF_MATCH	Claimed genus 'Halomonas' matches top-hit genus exactly; containment 1.000.	N	Halomonas	Halomonas elongata	NC_014532.2 Halomonas elongata DSM 2581, complete sequence	
1081	Phase 5.0 main: Lactiplantibacillus plantarum WCFS1 [fermentation]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	0.776985111662531	CLEAN_SELF_MATCH	Claimed genus 'Lactiplantibacillus' matches top-hit genus exactly; containment 0.777.	N	Lactiplantibacillus	Lactiplantibacillus plantarum	NC_004567.2 Lactiplantibacillus plantarum WCFS1, complete sequence	
1083	Phase 5.0 main: Beggiatoa alba B18LD [sulfur_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__Beggiatoa;s__Beggiatoa alba	1.0	CLEAN_SELF_MATCH	Claimed genus 'Beggiatoa' matches top-hit genus exactly; containment 1.000.	N	Beggiatoa	Beggiatoa alba	NZ_JH600069.1 Beggiatoa alba B18LD Begalscaffold_1, whole genome shotgun sequence	
1082	Phase 5.0 main: Trichormus variabilis ATCC 29413 [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus variabilis	0.9998575295626158	CLEAN_SELF_MATCH	Claimed genus 'Trichormus' matches top-hit genus exactly; containment 1.000.	N	Trichormus	Trichormus variabilis	NC_007413.1 Trichormus variabilis ATCC 29413, complete sequence	
1084	Phase 5.0 main: Acetobacterium woodii DSM 1030 [carbon_fixation]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium woodii	1.0	CLEAN_SELF_MATCH	Claimed genus 'Acetobacterium' matches top-hit genus exactly; containment 1.000.	N	Acetobacterium	Acetobacterium woodii	NC_016894.1 Acetobacterium woodii DSM 1030, complete sequence	
1085	Phase 5.0 main: Sulfurospirillum barnesii SES-3 [heavy_metal_respiration]. biomass=Gram_neg	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillum barnesii	1.0	CLEAN_SELF_MATCH	Claimed genus 'Sulfurospirillum' matches top-hit genus exactly; containment 1.000.	N	Sulfurospirillum	Sulfurospirillum barnesii	NC_018002.1 Sulfurospirillum barnesii SES-3, complete sequence	
1086	Phase 5.0 main: Methylocystis parvus OBBP [methane_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis monacha	0.9988444649872891	CLEAN_SELF_MATCH	Claimed genus 'Methylocystis' matches top-hit genus exactly; containment 0.999.	N	Methylocystis	Methylocystis monacha	NZ_AJTV01000001.1 Methylocystis parvus OBBP contig001, whole genome shotgun sequence	
1087	Phase 5.0 main: Megasphaera elsdenii DSM 20460 [fermentation]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii	0.9974947807933194	CLEAN_SELF_MATCH	Claimed genus 'Megasphaera' matches top-hit genus exactly; containment 0.997.	N	Megasphaera	Megasphaera elsdenii	NC_015873.1 Megasphaera elsdenii DSM 20460, complete sequence	
1089	Phase 5.0 main: Leptospirillum ferrooxidans C2-3 [iron_metals]. biomass=Gram_neg	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__Leptospirillum;s__Leptospirillum ferrooxidans	1.0	CLEAN_SELF_MATCH	Claimed genus 'Leptospirillum' matches top-hit genus exactly; containment 1.000.	N	Leptospirillum	Leptospirillum ferrooxidans	NC_017094.1 Leptospirillum ferrooxidans C2-3, complete sequence	
1088	Phase 5.0 main: Selenomonas ruminantium subsp. lactilytica [fermentation]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A;s__Selenomonas_A lactilytica	1.0	GTDB_SUFFIX_SPLIT	Hit genus 'Selenomonas_A' is a GTDB suffix-split of 'Selenomonas'; species names diverge — see report.	N	Selenomonas_A	Selenomonas_A lactilytica	NC_017068.1 Selenomonas ruminantium subsp. lactilytica TAM6421, complete sequence	
1090	Phase 5.0 main: Candidatus Jettenia caeni [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Planctomycetota;c__Brocadiia;o__Brocadiales;f__Brocadiaceae;g__Jettenia;s__Jettenia caeni	1.0	CLEAN_SELF_MATCH	Claimed genus 'Jettenia' matches top-hit genus exactly (claim used 'Candidatus' prefix; GTDB has assigned the formal genus name); containment 1.000.	N	Jettenia	Jettenia caeni	NZ_BAFH01000004.1 Candidatus Jettenia caeni, whole genome shotgun sequence	
1091	Phase 5.0 main: Klebsiella michiganensis M5al (formerly K. oxytoca; canonical nif operon strain) [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella grimontii	0.8330413454800281	CLEAN_SELF_MATCH	Claimed genus 'Klebsiella' matches top-hit genus exactly; containment 0.833.	N	Klebsiella	Klebsiella grimontii	NZ_AMPJ01000001.1 Klebsiella michiganensis strain M5al contig1, whole genome shotgun sequence	
1092	Phase 5.0 main: Anabaena sp. 90 [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__Dolichospermum lemmermannii	0.4965813635475679	KNOWN_TAXONOMIC_RENAME	Formal genus reclassification: 'Anabaena' -> 'Dolichospermum' (GTDB grouping). Not curator-flagged in notes; documentation update suggested.	N	Dolichospermum	Dolichospermum lemmermannii	NC_019427.1 Anabaena sp. 90 chromosome chANA01, complete sequence	curator-flagged
1093	Phase 5.0 main: Thioalkalivibrio nitratireducens DSM 14787 [sulfur_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio;s__Thioalkalivibrio nitratireducens	1.0	CLEAN_SELF_MATCH	Claimed genus 'Thioalkalivibrio' matches top-hit genus exactly; containment 1.000.	N	Thioalkalivibrio	Thioalkalivibrio nitratireducens	NC_019902.2 Thioalkalivibrio nitratireducens DSM 14787, complete sequence	
1094	Phase 5.0 main: Nitrospina gracilis 3/211 [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitrospina;s__Nitrospina gracilis	1.0	CLEAN_SELF_MATCH	Claimed genus 'Nitrospina' matches top-hit genus exactly; containment 1.000.	N	Nitrospina	Nitrospina gracilis	NZ_HG422173.1 Nitrospina gracilis 3/211, whole genome shotgun sequence	
1095	Phase 5.0 main: Desulfotignum phosphitoxidans DSM 13687 [phosphate_metabolism]. biomass=Gram_neg	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__Desulfotignum phosphitoxidans	1.0	CLEAN_SELF_MATCH	Claimed genus 'Desulfotignum' matches top-hit genus exactly; containment 1.000.	N	Desulfotignum	Desulfotignum phosphitoxidans	NZ_APJX01000001.1 Desulfotignum phosphitoxidans DSM 13687 Dpo_1c, whole genome shotgun sequence	
1096	Phase 5.0 main: Thiobacillus thioparus DSM 505 [sulfur_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus thioparus	1.0	CLEAN_SELF_MATCH	Claimed genus 'Thiobacillus' matches top-hit genus exactly; containment 1.000.	N	Thiobacillus	Thiobacillus thioparus	NZ_KB891316.1 Thiobacillus thioparus DSM 505 B058DRAFT_scaffold_0.1, whole genome shotgun sequence	
1097	Phase 5.0 main: Sporomusa ovata DSM 2662 [acetogenesis]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Negativicutes;o__Sporomusales;f__Sporomusaceae;g__Sporomusa;s__Sporomusa ovata	1.0	CLEAN_SELF_MATCH	Claimed genus 'Sporomusa' matches top-hit genus exactly; containment 1.000.	N	Sporomusa	Sporomusa ovata	NZ_CP146301.1 Sporomusa ovata DSM 2662 chromosome, complete genome	
1098	Phase 5.0 main: Magnetospirillum gryphiswaldense MSR-1 [magnetotaxis]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillum;s__Magnetospirillum gryphiswaldense	1.0	CLEAN_SELF_MATCH	Claimed genus 'Magnetospirillum' matches top-hit genus exactly; containment 1.000.	N	Magnetospirillum	Magnetospirillum gryphiswaldense	NC_023065.1 Magnetospirillum gryphiswaldense MSR-1 v2 chromosome I, complete sequence	
1099	Phase 5.0 main: Candidatus Magnetoglobus multicellularis Araruama [magnetotaxis]. biomass=Gram_neg			NO_CLOSE_MATCH_EXPECTED	No GTDB RS226 hit returned; claimed organism is a Candidatus lineage (under-represented in cultured/reference databases).	N				
1100	Phase 5.0 main: Peptoclostridium acidaminophilum DSM 3953 [fermentation]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptoclostridium_A;s__Peptoclostridium_A acidaminophilum	1.0	GTDB_SUFFIX_SPLIT	GTDB has split the polyphyletic genus 'Peptoclostridium' into sub-genera using letter suffixes; this genome falls into 'Peptoclostridium_A'. Species name aligns.	N	Peptoclostridium_A	Peptoclostridium_A acidaminophilum	NZ_CP007452.1 Peptoclostridium acidaminophilum DSM 3953 strain al-2 chromosome, complete genome	
1101	Phase 5.0 main: Gemmatimonas phototrophica [phototrophy]. biomass=Gram_neg	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas phototrophica	1.0	CLEAN_SELF_MATCH	Claimed genus 'Gemmatimonas' matches top-hit genus exactly; containment 1.000.	N	Gemmatimonas	Gemmatimonas phototrophica	NZ_CP011454.1 Gemmatimonas phototrophica strain AP64 chromosome, complete genome	
1102	Phase 5.0 main: Nitrososphaera viennensis EN76 [nitrogen_metabolism]. biomass=Archaea	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera viennensis	1.0	CLEAN_SELF_MATCH	Claimed genus 'Nitrososphaera' matches top-hit genus exactly; containment 1.000.	N	Nitrososphaera	Nitrososphaera viennensis	NZ_CP007536.1 Nitrososphaera viennensis EN76 chromosome, complete genome	
1103	Phase 5.0 main: Methanobacterium formicicum [methane_metabolism]. biomass=Archaea	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum	0.718096019696348	CLEAN_SELF_MATCH	Claimed genus 'Methanobacterium' matches top-hit genus exactly; containment 0.718.	N	Methanobacterium	Methanobacterium formicicum	NZ_CP006933.1 Methanobacterium formicicum strain BRM9 chromosome, complete genome	
1104	Phase 5.0 main: Thermoanaerobacter kivui LKT-1 [acetogenesis]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__Thermoanaerobacter kivui	1.0	CLEAN_SELF_MATCH	Claimed genus 'Thermoanaerobacter' matches top-hit genus exactly; containment 1.000.	N	Thermoanaerobacter	Thermoanaerobacter kivui	NZ_CP009170.1 Thermoanaerobacter kivui strain LKT-1 chromosome, complete genome	
1106	Phase 5.0 main: Candidatus Nitrosocosmicus oleophilus MY3 [nitrogen_metabolism]. biomass=Archaea	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus oleophilus	1.0	CLEAN_SELF_MATCH	Claimed genus 'Nitrosocosmicus' matches top-hit genus exactly (claim used 'Candidatus' prefix; GTDB has assigned the formal genus name); containment 1.000.	N	Nitrosocosmicus	Nitrosocosmicus oleophilus	NZ_CP012850.1 Candidatus Nitrosocosmicus oleophilus strain MY3 chromosome, complete genome	
1105	Phase 5.0 main: Candidatus Scalindua brodae [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Planctomycetota;c__Brocadiia;o__Brocadiales;f__Scalinduaceae;g__Scalindua;s__Scalindua brodae	0.7147516307074762	CLEAN_SELF_MATCH	Claimed genus 'Scalindua' matches top-hit genus exactly (claim used 'Candidatus' prefix; GTDB has assigned the formal genus name); containment 0.715.	N	Scalindua	Scalindua brodae	NZ_JRYO01000001.1 Candidatus Scalindua brodae SCABRO_contig000001, whole genome shotgun sequence	
1107	Phase 5.0 main: Pseudorhizobium banfieldiae NT-26 [heavy_metal_respiration]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium banfieldiae	1.0	KNOWN_TAXONOMIC_RENAME	Formal genus reclassification: 'Pseudorhizobium' -> 'Neorhizobium' (GTDB R220 reclass.). Not curator-flagged in notes; documentation update suggested.	N	Neorhizobium	Neorhizobium banfieldiae	NZ_FO082820.1 Pseudorhizobium banfieldiae strain NT-26 chromosome, complete genome	curator-flagged
1109	Phase 5.0 main: Methylotuvimicrobium alcaliphilum 20Z [methane_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylotuvimicrobium;s__Methylotuvimicrobium alcaliphilum	1.0	CLEAN_SELF_MATCH	Claimed genus 'Methylotuvimicrobium' matches top-hit genus exactly; containment 1.000.	N	Methylotuvimicrobium	Methylotuvimicrobium alcaliphilum	NZ_FO082060.1 Methylomicrobium alcaliphilum str. 20Z chromosome, complete genome	
1108	Phase 5.0 main: Magnetospira sp. QH-2 [magnetotaxis]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospiraceae;g__Magnetospira;s__Magnetospira sp000968135	1.0	CLEAN_SELF_MATCH	Claimed genus 'Magnetospira' matches top-hit genus exactly; containment 1.000.	N	Magnetospira	Magnetospira sp000968135	NZ_FO538765.1 Magnetospira sp. QH-2 chromosome, complete genome	
1110	Phase 5.0 main: Methanosarcina barkeri 227 [methane_metabolism]. biomass=Archaea	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri	0.8914473684210527	CLEAN_SELF_MATCH	Claimed genus 'Methanosarcina' matches top-hit genus exactly; containment 0.891.	N	Methanosarcina	Methanosarcina barkeri	NZ_CP009530.1 Methanosarcina barkeri 227 chromosome, complete genome	
1111	Phase 5.0 main: Metallosphaera sedula ARS120-2 [carbon_fixation]. biomass=Archaea	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	1.0	CLEAN_SELF_MATCH	Claimed genus 'Metallosphaera' matches top-hit genus exactly; containment 1.000.	N	Metallosphaera	Metallosphaera sedula	NZ_CP012175.1 Metallosphaera sedula strain ARS120-2 chromosome, complete genome	
1112	Phase 5.0 main: Neomoorella thermoacetica DSM 521 [carbon_fixation]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Moorellia;o__Moorellales;f__Moorellaceae;g__Moorella;s__Moorella thermoacetica	1.0	KNOWN_TAXONOMIC_RENAME	Formal genus reclassification: 'Neomoorella' -> 'Moorella' (GTDB lumped). Not curator-flagged in notes; documentation update suggested.	N	Moorella	Moorella thermoacetica	NZ_CP012369.1 Neomoorella thermoacetica strain DSM 521 chromosome, complete genome	curator-flagged
1113	Phase 5.0 main: Vibrio natriegens ATCC 14048 [marine_user_interest]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio natriegens	0.9858114674441205	CLEAN_SELF_MATCH	Claimed genus 'Vibrio' matches top-hit genus exactly; containment 0.986.	N	Vibrio	Vibrio natriegens	NZ_CP009977.1 Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759 strain ATCC 14048 chromosome 1, complete sequence	
1114	Phase 5.0 main: Candidatus Nitrospira inopinata [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_D;s__Nitrospira_D inopinata	1.0	GTDB_SUFFIX_SPLIT	(claim used 'Candidatus' prefix; GTDB drops it) GTDB has split the polyphyletic genus 'Nitrospira' into sub-genera using letter suffixes; this genome falls into 'Nitrospira_D'. Species name aligns.	N	Nitrospira_D	Nitrospira_D inopinata	NZ_LN885086.1 Candidatus Nitrospira inopinata isolate ENR4 chromosome 1, complete sequence	
1115	Phase 5.0 main: Thiobacillus denitrificans RG [sulfur_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus denitrificans_C	1.0	CLEAN_SELF_MATCH	Claimed genus 'Thiobacillus' matches top-hit genus exactly; containment 1.000.	N	Thiobacillus	Thiobacillus denitrificans_C	NZ_LDUG01000001.1 Thiobacillus denitrificans strain RG RG1, whole genome shotgun sequence	
1116	Phase 5.0 main: Rhizobium leguminosarum [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium leguminosarum_R	1.0	CLEAN_SELF_MATCH	Claimed genus 'Rhizobium' matches top-hit genus exactly; containment 1.000.	N	Rhizobium	Rhizobium leguminosarum_R	NZ_CP016286.1 Rhizobium leguminosarum strain Vaf10 chromosome, complete genome	
1117	Phase 5.0 main: Chlorobaculum limnaeum DSM 1677 [sulfur_metabolism]. biomass=Gram_neg	d__Bacteria;p__Bacteroidota_A;c__Chlorobiia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum limnaeum	1.0	CLEAN_SELF_MATCH	Claimed genus 'Chlorobaculum' matches top-hit genus exactly; containment 1.000.	N	Chlorobaculum	Chlorobaculum limnaeum	NZ_CP017305.1 Chlorobaculum limnaeum strain DSM 1677 chromosome, complete genome	
1118	Phase 5.0 main: Clostridium pasteurianum ATCC 6013 [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__Clostridium_I pasteurianum	1.0	GTDB_SUFFIX_SPLIT	GTDB has split the polyphyletic genus 'Clostridium' into sub-genera using letter suffixes; this genome falls into 'Clostridium_I'. Species name aligns.	N	Clostridium_I	Clostridium_I pasteurianum	NZ_CP013018.1 Clostridium pasteurianum DSM 525 = ATCC 6013 chromosome, complete genome	
1119	Phase 5.0 main: Desulfovibrio piger [sulfate_reduction]. biomass=Gram_neg	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio piger	0.7657518361035949	CLEAN_SELF_MATCH	Claimed genus 'Desulfovibrio' matches top-hit genus exactly; containment 0.766.	N	Desulfovibrio	Desulfovibrio piger	NZ_MNTW01000010.1 MAG: Desulfovibrio piger isolate 64_16 Ley3_66761_scaffold_1025, whole genome shotgun sequence	
1120	Phase 5.0 main: Paenibacillus polymyxa ATCC 15970 [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	0.34316795780451625	CLEAN_SELF_MATCH	Claimed genus 'Paenibacillus' matches top-hit genus exactly; containment 0.343.	N	Paenibacillus	Paenibacillus polymyxa_B	NZ_CP011420.1 Paenibacillus polymyxa strain ATCC 15970 chromosome, complete genome	
1121	Phase 5.0 main: Halorhodospira halochloris DSM 1059 [phototrophy]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrococcales;f__Halorhodospiraceae;g__Halorhodospira;s__Halorhodospira halochloris	1.0	CLEAN_SELF_MATCH	Claimed genus 'Halorhodospira' matches top-hit genus exactly; containment 1.000.	N	Halorhodospira	Halorhodospira halochloris	NZ_AP017372.2 Halorhodospira halochloris strain DSM 1059 chromosome, complete genome	
1122	Phase 5.0 main: Methylobacter tundripaludum OWC-G53F [methane_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__Methylobacter_A tundripaludum_A	1.0	GTDB_SUFFIX_SPLIT	GTDB has split the polyphyletic genus 'Methylobacter' into sub-genera using letter suffixes; this genome falls into 'Methylobacter_A'. Species name aligns.	N	Methylobacter_A	Methylobacter_A tundripaludum_A	NZ_PTIY01000001.1 Methylobacter tundripaludum strain OWC-G53F Ga0139037_101, whole genome shotgun sequence	
1123	Phase 5.0 main: Thermodesulfobacterium commune [sulfate_reduction]. biomass=Gram_neg	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__Thermodesulfobacterium commune	0.7909258123850399	CLEAN_SELF_MATCH	Claimed genus 'Thermodesulfobacterium' matches top-hit genus exactly; containment 0.791.	N	Thermodesulfobacterium	Thermodesulfobacterium commune	NZ_DLVE01000067.1 MAG: Thermodesulfobacterium commune isolate UBA12529 contig_1003, whole genome shotgun sequence	
1124	Phase 5.0 main: Paracoccus denitrificans ATCC 19367 [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus denitrificans	0.9930327075672537	CLEAN_SELF_MATCH	Claimed genus 'Paracoccus' matches top-hit genus exactly; containment 0.993.	N	Paracoccus	Paracoccus denitrificans	NZ_CP035090.1 Paracoccus denitrificans strain ATCC 19367 chromosome 1, complete sequence	
1125	Phase 5.0 main: Desulfobacter hydrogenophilus AcRS1 [sulfate_reduction]. biomass=Gram_neg	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter hydrogenophilus	1.0	CLEAN_SELF_MATCH	Claimed genus 'Desulfobacter' matches top-hit genus exactly; containment 1.000.	N	Desulfobacter	Desulfobacter hydrogenophilus	NZ_CP036313.1 Desulfobacter hydrogenophilus strain AcRS1 chromosome	
1126	Phase 5.0 main: Pelotomaculum schinkii HH [syntrophy]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__Pelotomaculum_C;s__Pelotomaculum_C schinkii	1.0	GTDB_SUFFIX_SPLIT	GTDB has split the polyphyletic genus 'Pelotomaculum' into sub-genera using letter suffixes; this genome falls into 'Pelotomaculum_C'. Species name aligns.	N	Pelotomaculum_C	Pelotomaculum_C schinkii	NZ_QFGA01000001.1 Pelotomaculum schinkii strain HH Psch_contig000001, whole genome shotgun sequence	
1127	Phase 5.0 main: Caminibacter mediatlanticus TB-2 [sulfur_metabolism]. biomass=Gram_neg	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__Caminibacter;s__Caminibacter mediatlanticus	1.0	CLEAN_SELF_MATCH	Claimed genus 'Caminibacter' matches top-hit genus exactly; containment 1.000.	N	Caminibacter	Caminibacter mediatlanticus	NZ_CP040463.1 Caminibacter mediatlanticus TB-2 chromosome, complete genome	
1128	Phase 5.0 main: Acidithiobacillus thiooxidans ATCC 19377 [sulfur_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus thiooxidans	1.0	CLEAN_SELF_MATCH	Claimed genus 'Acidithiobacillus' matches top-hit genus exactly; containment 1.000.	N	Acidithiobacillus	Acidithiobacillus thiooxidans	NZ_CP045571.1 Acidithiobacillus thiooxidans ATCC 19377 chromosome, complete genome	
1129	Phase 5.0 main: Stygiolobus azoricus DSM 6296 [extreme_archaea]. biomass=Archaea	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Stygiolobus;s__Stygiolobus azoricus	1.0	CLEAN_SELF_MATCH	Claimed genus 'Stygiolobus' matches top-hit genus exactly; containment 1.000.	N	Stygiolobus	Stygiolobus azoricus	NZ_CP045483.1 Stygiolobus azoricus strain FC6 chromosome, complete genome	
1130	Phase 5.0 main: Syntrophorhabdus aromaticivorans [syntrophy]. biomass=Gram_neg	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__Syntrophorhabdus aromaticivorans	0.853522867737948	CLEAN_SELF_MATCH	Claimed genus 'Syntrophorhabdus' matches top-hit genus exactly; containment 0.854.	N	Syntrophorhabdus	Syntrophorhabdus aromaticivorans	NZ_JAAYEE010000063.1 MAG: Syntrophorhabdus aromaticivorans isolate AS06rmzACSIP_7 100546_AS06, whole genome shotgun sequence	
1131	Phase 5.0 main: Acidithiobacillus caldus strain MELC5 [sulfur_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus_A;s__Acidithiobacillus_A caldus	0.8207771609833465	GTDB_SUFFIX_SPLIT	GTDB has split the polyphyletic genus 'Acidithiobacillus' into sub-genera using letter suffixes; this genome falls into 'Acidithiobacillus_A'. Species name aligns.	N	Acidithiobacillus_A	Acidithiobacillus_A caldus	NZ_JAAOMM010000001.1 Acidithiobacillus caldus strain MELC5 Contig1, whole genome shotgun sequence	
